,TCUID,Company,Country,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
6489,203462,Fonciere Lyonnaise,FRANCE,FR0000033409,Real Estate,102.0,2470.0,7591.097,0.409,9.907,30.448,Value derived from data provided in Annual Report/Financial Accounts Disclosure,249.3164
6497,203463,SpareBank 1 SMN,NORWAY,NO0006390301,Financials,13.4,201.91,12298.835,0.024,0.357,21.728,Value derived from data provided in Annual Report/Financial Accounts Disclosure,566.045528432854
6505,203464,Van Lanschot Kempen N.V.,NETHERLANDS,,Financials,1685.318,34.001,12335.502,3.354,0.068,24.548,Exact Value from Environmental/CSR,502.507862851605
6531,203468,AA Limited,UNITED KINGDOM,GB00BMSKPJ95,Consumer Discretionary,40500.0,2395.0,89918.585,31.858,1.884,70.733,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1271.246866495139
6546,203522,1000mercis,FRANCE,FR0010285965,Communication Services,514.529,835.211,2885.896,7.519,12.206,42.174,Estimated data,68.42837283004
6554,203523,Advance Terrafund REIT,BULGARIA,BG1100025052,Real Estate,141.0,618.616,339.421,12.648,55.493,30.448,Estimated data,11.1477
6563,203524,As Commercial Industrial Company of Computers and Toys S.A.,GREECE,GRS404003006,Consumer Discretionary,243.363,425.848,4907.971,10.89,19.056,219.625,Estimated data,22.347068092832
6571,203525,AURES Technologies S.A.,FRANCE,FR0013183589,Information Technology,1203.045,1523.632,16912.987,12.099,15.323,170.093,Estimated data,99.4336
6579,203526,Bourrelier Group SA,FRANCE,FR0000054421,Consumer Discretionary,3509.928,13037.422,22443.96,10.799,40.112,69.053,Estimated data,325.0249
6587,203527,Cancom SE,GERMANY,DE0005419105,Information Technology,16748.509,10535.279,82599.875,8.871,5.58,43.751,Estimated data,1887.966148363993
6595,203528,Cafom SA,FRANCE,FR0010151589,Consumer Discretionary,7502.957,14214.85,22394.394,21.172,40.112,63.193,Estimated data,354.378352533641
6604,203529,CS Communication & Systemes SA,FRANCE,FR0007317813,Information Technology,2105.611,1354.599,11600.052,8.827,5.679,48.628,Estimate used instead of disclosure - data does not cover global operations,238.545892071618
6617,203531,DEAG Deutsche Entertainment Aktiengesellschaft,GERMANY,DE000A3E5DA0,Communication Services,339.557,789.219,2192.922,9.017,20.958,58.233,Estimated data,37.657886818191
6625,203532,Devoteam SA,FRANCE,FR0000073793,Information Technology,9959.33,4507.948,28216.233,11.492,5.202,32.559,Estimated data,866.619171196788
6637,203534,Einhell Germany AG,GERMANY,DE0005654933,Consumer Discretionary,30344.819,28272.266,335479.568,36.687,34.181,405.597,Estimated data,827.126346711579
6645,203535,Esker SA,FRANCE,FR0000035818,Information Technology,595.366,707.637,4829.895,4.349,5.17,35.285,Estimate used instead of disclosure - data does not cover global operations,136.881819765282
6653,203536,Fermentalg SA,FRANCE,FR0011271600,Materials,175.0,40.509,377.797,41.941,9.708,90.543,Value derived from data provided in Annual Report/Financial Accounts Disclosure,4.172559052129
6660,203537,Figeac Aero,FRANCE,FR0011665280,Industrials,11961.125676298614,8978.315862276593,64647.62369382291,24.09535236398006,18.08656561190914,130.23082563903665,Estimated data,496.408
6669,203538,Groupe Open,FRANCE,FR0004050300,Information Technology,8858.094,5695.403,16416.318,26.239,16.871,48.628,Derived from previous year,337.588588779806
6676,203539,IGE+XAO SA,FRANCE,FR0000030827,Information Technology,161.987,192.534,1314.118,4.349,5.17,35.285,Estimated data,37.242798762187
6684,203540,Iniziative Bresciane S.p.A.,ITALY,IT0005037905,Utilities,131.014,9.62,1036.99,5.626,0.413,44.528,Estimated data,23.2887
6692,203541,Thermador Groupe SA,FRANCE,FR0013333432,Industrials,9297.329,6906.282,22751.614,20.585,15.291,50.374,Derived from previous year,451.657584988575
6712,203544,Zealand Pharma A/S,DENMARK,DK0060257814,Health Care,753.406,1132.815,4689.049,13.948,20.971,86.807,Estimated data,54.017100743942
6720,203545,Installux S.A.,FRANCE,FR0000060451,Industrials,6329.976,6416.937,84191.033,49.043,49.716,652.284,Estimated data,129.0712
6728,203546,Italia Independent Group S.p.A.,ITALY,IT0004937469,Consumer Discretionary,144.089,214.002,821.346,17.342,25.757,98.854,Estimated data,8.308646954657
6742,203548,Latecoere SA,FRANCE,FR0000032278,Industrials,2049.956,10782.635,80046.984,4.347,22.867,169.756,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,471.540184327751
6749,203549,Groupe LDLC,FRANCE,FR0000075442,Consumer Discretionary,4844.749,21992.767,37598.843,8.836,40.112,68.576,Estimate used instead of disclosure - data does not cover global operations,548.282993227214
6757,203550,Linedata Services S.A.,FRANCE,FR0004156297,Information Technology,798.118,948.622,6474.714,4.349,5.17,35.285,Estimated data,183.496860801086
6766,203551,Lotto24 AG,GERMANY,DE000LTT2470,Consumer Discretionary,931.29,4136.272,5954.334,9.275,41.194,59.3,Estimated data,100.410394015998
6781,203553,Nexus AG,GERMANY,DE0005220909,Health Care,822.691,977.829,6674.062,4.349,5.17,35.285,Estimated data,189.1465
6788,203554,Oeneo SA,FRANCE,FR0000052680,Materials,4153.01,20332.251,66646.498,12.876,63.036,206.626,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,322.5473
6796,203555,Pharmagest Interactive SA,FRANCE,FR0012882389,Health Care,1686.302,951.118,9318.597,8.612,4.857,47.591,Estimated data,195.80599998042
6804,203556,Robertet SA,FRANCE,FR0000039091,Materials,35931.668,5673.262,219411.753,58.565,9.247,357.617,Exact Value from Environmental/CSR,613.538299938646
6819,203558,Selectirente,FRANCE,FR0004175842,Real Estate,286.574,1257.304,689.855,12.648,55.493,30.448,Estimated data,22.657099246962
6828,203559,SergeFerrari Group SA,FRANCE,FR0011950682,Materials,11314.0,1528.406,209455.395,50.829,6.866,940.993,Value derived from data provided in Annual Report/Financial Accounts Disclosure,222.5896702761
6836,203560,Solutions 30 SE,LUXEMBOURG,FR0013379484,Information Technology,10815.926,4895.674,31618.261,11.492,5.202,33.595,Estimated data,941.156570061383
6844,203561,SES-imagotag Societe Anonyme,FRANCE,FR0010282822,Information Technology,4003.12,5069.869,56277.775,12.099,15.323,170.093,Estimated data,330.8641890033
6852,203562,AS Tallinna Vesi,ESTONIA,EE3100026436,Utilities,4277.698,450.198,3734.585,72.573,7.638,63.359,Derived from previous year,58.943524195625
6864,203564,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,ITALY,IT0004967292,Industrials,9555.195,36442.775,121973.305,13.602,51.878,173.634,Value derived from data provided in Environmental/CSR,702.47267665241
6931,204982,AQ Group AB (publ),SWEDEN,SE0000772956,Industrials,19024.652,24236.189,110758.124,36.352,46.31,211.633,Estimated data,523.35120262771
6940,204983,P/F Bakkafrost,DENMARK,FO0000000179,Consumer Staples,88624.0,30439.501,153718.65,124.61,42.799,216.136,Exact Value from CDP,711.213383312374
7021,204994,"Zavarovalnica Triglav, d.d.",SLOVENIA,SI0021111651,Financials,1339.451,4999.549,34196.173,0.953,3.557,24.326,Value split from data provided in Annual Report/Financial Accounts Disclosure,1405.745516223973
7044,204997,SNGN Romgaz SA,ROMANIA,ROSNGNACNOR3,Energy,537097.451,43790.987,111380.141,559.344,45.605,115.993,Exact Value from Environmental/CSR,960.228060713991
7204,205018,Naftna Industrija Srbije a.d.,SERBIA,RSNISHE79420,Energy,1028323.676,252167.6,364687.758,578.116,141.767,205.025,Exact Value from Environmental/CSR,1778.751012617419
7220,205020,Chimimport AD,BULGARIA,BG1100046066,Industrials,157260.298,6169.164,49866.145,169.12,6.634,53.627,Estimated data,929.873508068995
7259,205025,APB Apranga,LITHUANIA,LT0000102337,Consumer Discretionary,2407.303,7822.64,12908.006,12.344,40.112,66.188,Estimated data,195.019593518271
7267,205026,PJSC Ukrnafta,UKRAINE,UA4000117501,Energy,481045.914,63123.987,134819.498,360.007,47.241,100.897,Estimated data,1336.211099866378
7310,205035,SFS Group AG,SWITZERLAND,CH0239229302,Industrials,56612.767,91364.0,534229.808,30.909,49.882,291.673,Estimate used instead of disclosure - data does not cover global operations,1831.604844173352
7329,205040,Lifco AB (publ),SWEDEN,SE0015949201,Industrials,24398.927,27640.478,291584.012,16.301,18.467,194.812,Estimate used instead of disclosure - data does not cover global operations,1496.747290953764
7350,205044,Entra ASA,NORWAY,NO0010716418,Real Estate,262.955,4097.972,7656.124,1.052,16.396,30.632,Derived from previous year,249.935312554422
7363,205046,Rai Way S.p.A.,ITALY,IT0005054967,Communication Services,1655.84,31821.195,11362.437,6.457,124.088,44.308,Exact Value from CDP,256.4397
7387,205051,Compania De Distribucion Integral Logista Holdings S.A.U.,SPAIN,ES0105027009,Industrials,38113.0,14938.0,820344.581,3.273,1.283,70.44,Exact Value from CDP,11645.979247883382
7393,205052,XXL ASA,NORWAY,NO0010716863,Consumer Discretionary,144.8,2381.888,76029.858,0.131,2.151,68.673,Value derived from data provided in Environmental/CSR,1107.129366790275
7525,207206,Tritax Big Box REIT Plc,UNITED KINGDOM,GB00BG49KP99,Real Estate,2694.526,11821.854,6486.396,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,213.034393239087
7562,207211,ALSO Holding AG,SWITZERLAND,CH0024590272,Information Technology,320570.478,205700.203,536860.995,23.639,15.169,39.589,Estimated data,13560.950354698716
7569,207212,Feintool International Holding AG,SWITZERLAND,CH0009320091,Industrials,5611.0,34590.0,115842.633,10.708,66.014,221.083,Value derived from data provided in Environmental/CSR,523.9783
7576,207213,MCH Group AG,SWITZERLAND,CH0039542854,Communication Services,126.0,403.0,10118.72,0.725,2.319,58.233,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,173.7634
7583,207214,BVZ Holding AG,SWITZERLAND,CH0008207356,Industrials,11207.593,601.471,13854.535,86.822,4.659,107.327,Estimated data,129.086763468052
7591,207215,Hypothekarbank Lenzburg AG,SWITZERLAND,CH0001341608,Financials,66.788,89.909,2019.629,0.738,0.993,22.309,Estimated data,90.531145996571
7599,207216,Walliser Kantonalbank,SWITZERLAND,CH0305951201,Financials,180.643,243.177,5462.503,0.738,0.993,22.309,Estimated data,244.860123113079
7605,207217,Bergbahnen Engelberg-Trübsee-Titlis AG,SWITZERLAND,CH0527044959,Consumer Discretionary,277.322,343.6,1986.225,7.257,8.992,51.978,Estimated data,38.212473477377
7612,207218,Carlo Gavazzi Holding AG,SWITZERLAND,CH0011003594,Industrials,5470.820849340601,4770.680848320491,24116.79691341568,36.351597099621664,31.69942369981469,160.24726615486836,Estimated data,150.4974
7627,207220,Elma Electronic AG,SWITZERLAND,CH0005319162,Information Technology,2774.625,2440.878,25922.475,17.717,15.586,165.529,Estimated data,156.603965587819
7636,207222,Crealogix Holding AG,SWITZERLAND,CH0011115703,Information Technology,461.45,548.468,3743.504,4.349,5.17,35.285,Estimated data,106.092896954813
7645,207223,Edisun Power Europe AG,SWITZERLAND,CH0024736404,Utilities,72.305,5.166,556.911,5.781,0.413,44.528,Estimated data,12.507099714116
7653,207224,Leclanché SA,SWITZERLAND,CH0110303119,Industrials,571.817,611.225,2066.042,24.817,26.527,89.665,Estimated data,23.041774788965
7660,207225,Thurgauer Kantonalbank,SWITZERLAND,CH0231351104,Financials,583.81,68.723,8118.91,1.604,0.189,22.309,Derived from previous year,363.935215224963
7667,207226,Bank Linth LLB AG,SWITZERLAND,CH0001307757,Financials,72.821,98.03,2202.062,0.738,0.993,22.309,Estimated data,98.708797743737
7681,207228,Mikron Holding AG,SWITZERLAND,CH0003390066,Industrials,3862.176,8506.538,75961.959,14.065,30.978,276.632,Estimated data,274.595876792423
7689,207229,Schlatter Industries AG,SWITZERLAND,CH0002277314,Industrials,1147.08,1962.41,23305.041,13.67,23.386,277.729,Estimated data,83.912786688069
7697,207230,Burkhalter Holding AG,SWITZERLAND,CH0212255803,Industrials,4505.632,5222.23,83267.459,8.414,9.752,155.489,Derived from previous year,535.51836761812
7704,207231,CPH Chemie + Papier Holding AG,SWITZERLAND,CH0001624714,Materials,177970.199,52347.526,135065.32,375.161,110.349,284.718,Derived from previous year,474.383418036494
7710,207232,Berner Kantonalbank AG,SWITZERLAND,CH0009691608,Financials,428.0,1182.381,9817.775,0.973,2.687,22.309,Value derived from data provided in CDP,440.087876773921
7717,207233,Bellevue Group AG,SWITZERLAND,CH0028422100,Financials,47.988,229.479,3884.831,0.41,1.961,33.204,Estimated data,116.999297325657
7724,207234,Zuger Kantonalbank,SWITZERLAND,CH0493891243,Financials,134.668,235.032,5279.549,0.569,0.993,22.309,Value derived from fuel use provided in Environmental/CSR,236.659066358096
7732,207236,Glarner Kantonalbank,SWITZERLAND,CH0189396655,Financials,65.53,88.215,1981.589,0.738,0.993,22.309,Estimate used instead of disclosure - data does not cover global operations,88.825969395357
7739,207237,Evolva Holding SA,SWITZERLAND,CH0021218067,Materials,178.429,178.814,723.441,22.216,22.264,90.077,Estimated data,8.031390736663
7749,207239,Graubundner Kantonalbank Ptg,SWITZERLAND,CH0001340204,Financials,320.062,581.101,9678.444,0.738,1.339,22.309,Estimated data,433.8423
7756,207240,Orell Füssli Holding AG,SWITZERLAND,CH0003420806,Industrials,4454.156,7838.019,36528.05,19.135,33.672,156.922,Estimated data,232.778049382838
7763,207241,Cham Group AG,SWITZERLAND,CH0001931853,Real Estate,17.176,75.357,41.347,12.648,55.493,30.448,Estimated data,1.357967189949
7777,207245,Orior AG,SWITZERLAND,CH0111677362,Consumer Staples,26891.485,28023.821,799597.326,42.059,43.83,1250.589,Estimated data,639.376738591684
7789,207247,Tornos Holding AG,SWITZERLAND,CH0011607683,Industrials,1762.814,2786.651,20804.928,16.009,25.307,188.937,Estimated data,110.115695556394
7798,207248,Santhera Pharmaceuticals Holding AG,SWITZERLAND,CH0027148649,Health Care,256.871,190.644,1428.662,16.07,11.927,89.377,Estimated data,15.9846
7810,207250,Jungfraubahn Holding AG,SWITZERLAND,CH0017875789,Industrials,20682.598,4536.376,12299.559,154.547,33.897,91.906,Estimated data,133.827384163816
7818,207252,Banque Cantonale du Jura SA,SWITZERLAND,CH0350665672,Financials,103.757,139.667,1030.866,2.245,3.023,22.309,Derived from previous year,46.209198943761
7828,207254,Banque Cantonale de Geneve,SWITZERLAND,CH0350494719,Financials,288.132,387.877,8712.919,0.738,0.993,22.309,Estimated data,390.562014552267
7839,207256,Groupe Minoteries SA,SWITZERLAND,CH0012949464,Consumer Staples,7514.456,14066.753,203431.105,49.086,91.887,1328.849,Estimated data,153.0882
7848,207258,Romande Energie Holding SA,SWITZERLAND,CH0025607331,Utilities,63119.777,1032.732,24917.836,107.4,1.757,42.399,Estimate used instead of disclosure - data does not cover global operations,587.704768066316
7855,207259,Interroll Holding AG,SWITZERLAND,CH0006372897,Industrials,7246.955,8624.945,228628.44,12.823,15.261,404.539,Estimated data,565.1583
7863,207260,Zwahlen & Mayr SA,SWITZERLAND,CH0002661731,Industrials,2259.409,2385.7,44888.83,50.635,53.466,1005.998,Estimated data,44.621204253251
7870,207261,Luzerner Kantonalbank AG,SWITZERLAND,CH0011693600,Financials,417.341,561.814,12620.094,0.738,0.993,22.309,Estimated data,565.703587069278
7878,207262,Vaudoise Assurances Holding SA,SWITZERLAND,CH0021545667,Financials,726.702,2712.442,34436.836,0.513,1.916,24.326,Estimated data,1415.638767641656
7886,207263,Perfect Holding SA,SWITZERLAND,CH0009115129,Industrials,4833.55,11.951,573.924,1104.458,2.731,131.141,Estimated data,4.376399899965
7892,207264,Addex Therapeutics Ltd,SWITZERLAND,CH0029850754,Health Care,57.626,86.645,358.651,13.948,20.971,86.807,Estimated data,4.131599905561
7898,207265,HOCHDORF Holding AG,SWITZERLAND,CH0024666528,Consumer Staples,16276.188,13555.289,414881.91,49.908,41.565,1272.16,Value split from data provided in Annual Report/Financial Accounts Disclosure,326.124096282516
7905,207266,Perrot Duval Holding S.A.,SWITZERLAND,CH0252620700,Industrials,457.327,807.604,9748.748,13.878,24.508,295.84,Estimated data,32.952721351609
7913,207267,Arundel AG,SWITZERLAND,CH0002271010,Real Estate,91.202,412.247,280.98,9.72,43.935,29.945,Estimated data,9.383137527159
7922,207268,Villars Holding S.A.,SWITZERLAND,CH0002609656,Consumer Staples,645.246,2900.48,6803.911,9.715,43.67,102.441,Estimated data,66.417910503831
7930,207269,One Swiss Bank SA,SWITZERLAND,CH0473243506,Financials,9.528,12.826,288.118,0.738,0.993,22.309,Estimated data,12.91506782075
7945,207271,Highlight Event and Entertainment AG,SWITZERLAND,CH0003583256,Communication Services,2055.286,9484.124,22898.711,3.799,17.532,42.33,Estimated data,540.954499945905
7952,207272,Peach Property Group AG,SWITZERLAND,CH0118530366,Real Estate,1498.456,6571.369,1780.349,25.627,112.384,30.448,Value split from data provided in Annual Report/Financial Accounts Disclosure,58.472469590727
7958,207273,APG SGA SA,SWITZERLAND,CH0019107025,Communication Services,1072.0,341.0,11818.914,3.818,1.215,42.099,Value derived from data provided in CDP,280.742415485967
7965,207274,Adval Tech Holding AG,SWITZERLAND,CH0008967926,Industrials,1716.302,3201.483,53256.927,11.947,22.286,370.723,Estimated data,143.656952611971
8440,208501,ADVANZ PHARMA Corp. Limited,UNITED KINGDOM,JE00BJVH6L55,Health Care,8446.1,6268.49,46975.318,16.07,11.927,89.377,Estimated data,525.584
8567,208523,"Aena S.M.E., S.A.",SPAIN,ES0105046009,Industrials,21470.158,114514.232,192122.689,8.618,45.965,77.116,Value derived from data provided in CDP,2491.3403808463
8589,209380,Vivesto AB,SWEDEN,SE0000722365,Health Care,131.063,774.578,468.614,6.123,36.188,21.893,Estimated data,21.404408800197
8594,209381,Eltel AB (publ),SWEDEN,SE0006509949,Industrials,19804.652,1835.0,53717.721,18.525,1.716,50.247,Exact Value from Annual Report/10K/Financial Accounts Disclosure,1069.068623686384
